,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,URL,Employer est.,Per hour,Min Salary,Max Salary,Avg Salary,State,Companys Age,MachineLearning,python,power bi,big data,sql,Refined Title,Seniority
61,Data Scientist,$98K - $209K (Employer est.),"O Bachelor's Degree in Data Science, Mathematics, Statistics, Econometrics, Economics, Operations Research, Computer Science, or related field AND 5+ years data……
Skills: R, Analysis skills, Machine learning, Data science, Python",4.2,Microsoft,"Redmond, WA",10000+ Employees,1975,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),"https://www.glassdoor.com/job-listing/data-scientist-microsoft-JV_IC1150499_KO0,14_KE15,24.htm?jl=1009359006935",1,0,98,209,153.5,WA,49,1,1,0,0,0,data scientist,not applicable
62,Lead Data Scientist - People Analytics,$127K - $175K (Employer est.),"Exercises independent judgment and decision making on complex issues regarding job duties and related tasks, and works under minimal supervision, uses……
Skills: Statistics, Power BI, Microsoft Excel, Microsoft SQL Server, SSRS",3.8,Humana,Remote,10000+ Employees,1961,Company - Public,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),"https://www.glassdoor.com/job-listing/lead-data-scientist-people-analytics-humana-JV_KO0,36_KE37,43.htm?jl=1009379190873",1,0,127,175,151,Remote,63,0,0,1,0,1,data scientist,head
63,"Vice President, Data Science",$220K - $283K (Employer est.),"Be a technical leader for the data science team, helping institute best practices (coding standards, automated testing, scalability) and growing the technical……
Skills: Customer service, Analysis skills, Machine learning, Quantitative analysis, AI",3.7,Insurity,Remote,501 to 1000 Employees,1971,Company - Private,Computer Hardware Development,Information Technology,$100 to $500 million (USD),"https://www.glassdoor.com/job-listing/vice-president-data-science-insurity-JV_KO0,27_KE28,36.htm?jl=1009317458983",1,0,220,283,251.5,Remote,53,1,0,0,0,0,data scientist,head
64,"Sr. Analyst, Data Science Analytics",$95K - $115K (Employer est.),"Gather and define business requirements for data science tools and models and work with internal partners to ensure pipeline for future business analyses.…
Skills: R, E-commerce, Tableau, SQL, Data analytics",4.1,Tapestry,"New York, NY",10000+ Employees,2017,Company - Public,"Department, Clothing & Shoe Stores",Retail & Wholesale,Unknown / Non-Applicable,"https://www.glassdoor.com/job-listing/sr-analyst-data-science-analytics-tapestry-JV_IC1132348_KO0,33_KE34,42.htm?jl=1009378952030",1,0,95,115,105,NY,7,0,0,0,0,1,data scientist,senior
65,Senior Data & Analytics Program Manager (Remote),$118K - $220K (Employer est.),"This program leader will own governance capability and liaise across technical and business leaders to drive the adoption of new capabilities through strong……
Skills: Scrum, Agile, Leadership",3.9,IQVIA,Remote,10000+ Employees,2017,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),"https://www.glassdoor.com/job-listing/senior-data-analytics-program-manager-remote-iqvia-JV_KO0,44_KE45,50.htm?jl=1009372370815",1,0,118,220,169,Remote,7,0,0,0,0,0,data analyst,senior
66,VP of Data and Analytics,$192K - $216K (Employer est.),"15+ years of analytics & data management/analysis experience, including extensive knowledge of database schemas, data dictionaries, field mappings, data……
Skills: Computer science, Data mining, Management, Statistical analysis, Analysis skills",4.2,"eMoney Advisor, LLC",Remote,501 to 1000 Employees,2000,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,"https://www.glassdoor.com/job-listing/vp-of-data-and-analytics-emoney-advisor-llc-JV_KO0,24_KE25,43.htm?jl=1009367619237",1,0,192,216,204,Remote,24,0,0,0,0,0,data analyst,head
67,Data Science- Remote,$81K - $136K (Employer est.),"You will work closely with multi-functional teams to analyze complex datasets develop predictive models and implement data-driven strategies.…
Skills: Azure, Big data, Data structures, Data analysis skills, Microsoft SQL Server",3.7,Cognizant,"Johnston, RI",10000+ Employees,1994,Company - Public,Information Technology Support Services,Information Technology,$10+ billion (USD),"https://www.glassdoor.com/job-listing/data-science-remote-cognizant-JV_IC1151270_KO0,19_KE20,29.htm?jl=1009368622577",1,0,81,136,108.5,RI,30,0,0,0,1,1,data scientist,not applicable
68,Senior Data Scientist,$145K - $194K (Employer est.),"Apply technical expertise with quantitative analysis, experimentation, and the presentation of data to develop strategies for our business and help solve the……
Skills: R, Tableau, SQL, Analysis skills, Regression analysis",3.9,Atlassian,"San Francisco, CA",5001 to 10000 Employees,2002,Company - Public,Software Development,Information Technology,Unknown / Non-Applicable,"https://www.glassdoor.com/job-listing/senior-data-scientist-atlassian-JV_IC1147401_KO0,21_KE22,31.htm?jl=1009366994308",1,0,145,194,169.5,CA,22,0,0,0,0,1,data scientist,senior
69,Lead Data Engineer,$177K - $265K (Employer est.),"Own the technical architecture, design, and implementation of scalable data platforms, pipelines, and feature stores to support sophisticated statistical and……
Skills: Computer science, Data modeling, Big data, Spark, Google Cloud Platform",4.1,Salesforce,"San Francisco, CA",10000+ Employees,1999,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),"https://www.glassdoor.com/job-listing/lead-data-engineer-salesforce-JV_IC1147401_KO0,18_KE19,29.htm?jl=1009373982411",1,0,177,265,221,CA,25,0,0,0,1,0,data engineer,head
71,Data Science Manager,$190K - $220K (Employer est.),"Strong verbal and written communications skills, listening and teamwork skills, and effective presentation skills, with the ability to present complex technical……
Skills: Ontology, Statistics, Growing experience, Management, DevOps",-1,Caden,"New York, NY",1 to 50 Employees,--,Company - Private,--,--,Unknown / Non-Applicable,"https://www.glassdoor.com/job-listing/data-science-manager-caden-JV_IC1132348_KO0,20_KE21,26.htm?jl=1009209923444",1,0,190,220,205,NY,--,0,0,0,0,0,data scientist,manager
72,Lead Data Science Engineer (Marketing),$141K - $211K (Employer est.),"In this role develop advanced machine learning models, collaborate with marketing teams, and integrate scalable data science solutions into production systems.…
Skills: Statistics, Computer science, R, Machine learning, Data science",4,DraftKings,"Boston, MA",1001 to 5000 Employees,2012,Company - Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable,"https://www.glassdoor.com/job-listing/lead-data-science-engineer-marketing-draftkings-JV_IC1154532_KO0,36_KE37,47.htm?jl=1009381165928",1,0,141,211,176,MA,12,1,0,0,0,0,data scientist,head
74,"Vice President, Data Science",$220K - $283K (Employer est.),"Be a technical leader for the data science team, helping institute best practices (coding standards, automated testing, scalability) and growing the technical……
Skills: Customer service, Analysis skills, Machine learning, Quantitative analysis, AI",3.1,Instec Corp,Remote,Unknown,--,Company - Private,Software Development,Information Technology,Unknown / Non-Applicable,"https://www.glassdoor.com/job-listing/vice-president-data-science-instec-corp-JV_KO0,27_KE28,39.htm?jl=1009317576346",1,0,220,283,251.5,Remote,--,1,0,0,0,0,data scientist,head
75,Data Scientist 2,$97K - $131K (Employer est.),"Candidates must live in the immediate area or relocate at their own expense. Connect systems and large data sets across business units and functions to develop……
Skills: SQL, Statistical analysis, Analysis skills, Data analytics",3.8,BOEING,"Dallas, TX",10000+ Employees,1916,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),"https://www.glassdoor.com/job-listing/data-scientist-2-boeing-JV_IC1139977_KO0,16_KE17,23.htm?jl=1009373693024",1,0,97,131,114,TX,108,0,0,0,0,1,data scientist,not applicable
77,"Product Analytics, Senior Associate",$87K - $120K (Glassdoor est.),"You are skilled at creating meaningful analysis with large, complex datasets and using query languages, ETL tools, data modeling, and data visualization.…
Skills: Power BI, R, Tableau, SQL, Analysis skills",4.1,Athenahealth,"Boston, MA",5001 to 10000 Employees,1997,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,"https://www.glassdoor.com/job-listing/product-analytics-senior-associate-athenahealth-JV_IC1154532_KO0,34_KE35,47.htm?jl=1009250015078",0,0,87,120,103.5,MA,27,0,0,1,0,1,data analyst,senior
78,"Data Science Analyst/Engineer, Mid",$102K - $138K (Employer est.),"Bachelor's degree in Systems Engineering or in related technical or scientific fields such as engineering, physics, mathematics, operations research,……
Skills: Microsoft Powerpoint, Microsoft Excel, XML, Microsoft Office, Analysis skills",5,Dhara Consulting Group,"Springfield, VA",1 to 50 Employees,1997,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),"https://www.glassdoor.com/job-listing/data-science-analyst-engineer-mid-dhara-consulting-group-JV_IC1130409_KO0,33_KE34,56.htm?jl=1009381770937",1,0,102,138,120,VA,27,0,0,0,0,0,data scientist,not applicable
79,Dir Data Science,$152K - $328K (Employer est.),"Collaborate with cross-functional partners in operations, finance, marketing, and engineering to understand business imperatives and scope data science projects……
Skills: Data mining, SQL, Machine learning, Data science, Leadership",3.4,Fanatics Inc.,"San Mateo, CA",10000+ Employees,1996,Company - Private,Internet & Web Services,Information Technology,$1 to $5 billion (USD),"https://www.glassdoor.com/job-listing/dir-data-science-fanatics-inc-JV_IC1147406_KO0,16_KE17,29.htm?jl=1009342703095",1,0,152,328,240,CA,28,1,0,0,0,1,data scientist,not applicable
81,People Analytics Data Scientist,$133K - $209K (Employer est.),"Stay current with industry trends and best practices in people analytics and data science, and contribute to the development of new methodologies and tools.…
Skills: Statistical software, Statistics, R, SQL, Machine learning",4,Takeda Pharmaceutical,"Lexington, MA",10000+ Employees,1781,Company - Private,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),"https://www.glassdoor.com/job-listing/people-analytics-data-scientist-takeda-pharmaceutical-JV_IC1154599_KO0,31_KE32,53.htm?jl=1009369681673",1,0,133,209,171,MA,243,1,0,0,0,1,data scientist,not applicable
82,"Data Engineer II, Amazon Search, Search Data Science",$119K - $206K (Employer est.),"We spend time on evaluating experiments to develop durable learnings. 3+ years of data engineering experience.…
Skills: Data modeling, Relational databases, Databases, AWS, S3",3.7,Amazon.com Services LLC,"Seattle, WA",10000+ Employees,1994,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),"https://www.glassdoor.com/job-listing/data-engineer-ii-amazon-search-search-data-science-amazon-com-services-llc-JV_IC1150505_KO0,50_KE51,74.htm?jl=1009347905332",1,0,119,206,162.5,WA,30,0,0,0,0,0,data scientist,not applicable
83,Product Manager/ Data Science (Senior),$76K - $126K (Glassdoor est.),"Stay abreast of developments within their field of expertise and apply them to the client environment, encompassing emerging technologies, lessons learned, best……
Skills: Military, Machine learning, Product management, Scrum, Agile",4.8,"PeopleTec, Inc.","Fort Belvoir, VA",501 to 1000 Employees,2005,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),"https://www.glassdoor.com/job-listing/product-manager-data-science-senior-peopletec-inc-JV_IC1130362_KO0,35_KE36,49.htm?jl=1009338249094",0,0,76,126,101,VA,19,1,0,0,0,0,data scientist,senior
84,People Insights BI Engineer,$159K - $179K (Employer est.),"Required bachelor’s/graduate degree in data science, computer science, information systems, finance, statistics, or related field.…
Skills: Power BI, Business intelligence, CSS, C#, R",4.1,Hewlett Packard,"Spring, TX",10000+ Employees,1939,Company - Public,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,"https://www.glassdoor.com/job-listing/people-insights-bi-engineer-hewlett-packard-JV_IC1140222_KO0,27_KE28,43.htm?jl=1009355090592",1,0,159,179,169,TX,85,0,0,1,0,0,data engineer,not applicable
85,Senior Data Scientist,$141K - $263K (Employer est.),"Hold a bachelor’s degree (or its equivalent) in computer-science/information-theory/language-technologies or a related field is required, and a Master or PhD is……
Skills: Management, Big data, Spark, R, Project coordination",3.3,Fortive,"Denver, CO",10000+ Employees,2016,Company - Public,Machinery Manufacturing,Manufacturing,$5 to $10 billion (USD),"https://www.glassdoor.com/job-listing/senior-data-scientist-fortive-JV_IC1148170_KO0,21_KE22,29.htm?jl=1009380528330",1,0,141,263,202,CO,8,0,0,0,1,0,data scientist,senior
86,Senior Data Analyst,$70K - $100K (Employer est.),"This role involves facilitating improvements and additions to our digital data through new tagging requirements, performing in-depth analysis, and providing……
Skills: Statistics, Computer science, Power BI, Microsoft Excel, Web analytics",3.6,Foot Locker,United States,10000+ Employees,1974,Company - Public,"Department, Clothing & Shoe Stores",Retail & Wholesale,$5 to $10 billion (USD),"https://www.glassdoor.com/job-listing/senior-data-analyst-foot-locker-JV_KO0,19_KE20,31.htm?jl=1009357264709",1,0,70,100,85,US,50,0,0,1,0,0,data analyst,senior
87,Head of Data Science,$200K - $270K (Employer est.),"Aircall is seeking an innovative and strategic Head of Data Science to lead our data team and drive impactful initiatives across data science, analytics, and……
Skills: Statistics, SQL, Product development, Machine learning, Natural language processing",3.4,Aircall,"New York, NY",501 to 1000 Employees,2014,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,"https://www.glassdoor.com/job-listing/head-of-data-science-aircall-JV_IC1132348_KO0,20_KE21,28.htm?jl=1009367466250",1,0,200,270,235,NY,10,1,0,0,0,1,data scientist,head
